transaction_id,date,province,city,category,store_type,payment_method,sales_amount,quantity,discount_percentage,customer_rating,longitude,latitude
TRX00861,2024-03-04,Provinsi Lampung,Kabupaten Keerom,Food & Beverage,Online,Bank Transfer,369812,3,3.7,4,140.7624493,-3.3449536
TRX00862,2024-04-27,Provinsi Riau,Kabupaten Pemalang,Food & Beverage,Offline,Bank Transfer,810296,2,18.1,3.2,109.377998,-6.884234
TRX00863,2024-05-23,Provinsi DKI Jakarta,Kabupaten Maybat,Health & Beauty,Online,Digital Wallet,227526,6,11.4,3.9,101.69970000000001,3.1472
TRX00864,2024-07-18,Provinsi Kepulauan Riau,Kabupaten Mukomuko,Health & Beauty,Hybrid,Credit Card,938447,4,14,4.4,101.1169805,-2.5760003
TRX00865,2024-03-07,Provinsi Bengkulu,Kabupaten Pegunungan Bintang,Home & Living,Online,Cash,10873788,3,28.3,4.7,140.5135589,-4.5589872
TRX00866,2024-03-19,Provinsi Kalimantan Tengah,Kabupaten Polewali Mandar,Food & Beverage,Online,Credit Card,2548106,2,12.3,4.8,119.13906420000001,-3.3419323
TRX00867,2024-03-26,Provinsi DKI Jakarta,Kabupaten Barito Timur,Health & Beauty,Online,Cash,1455295,4,11.7,4.6,115.188916,-2.0123999
TRX00868,2024-10-22,Provinsi Sumatera Utara,Kabupaten Kolaka Utara,Home & Living,Hybrid,Bank Transfer,293997,2,5.1,4.1,121.1710389,-3.1347227
TRX00869,2024-09-19,Provinsi Jawa Tengah,Kabupaten Pangkajene Dan Kepulauan,Home & Living,Offline,Credit Card,755550,4,22.8,4,119.5571677,-4.805035
TRX00870,2024-11-08,Provinsi Sulawesi Tengah,Kabupaten Labuhanbatu Utara,Food & Beverage,Online,Cash,466028,2,30,3.9,99.8124935,2.3465638
TRX00871,2024-06-22,Provinsi Kalimantan Timur,Kabupaten Kebumen,Food & Beverage,Online,Bank Transfer,74998,4,30.4,4.7,109.656502,-7.678682
TRX00872,2024-09-14,Provinsi Kalimantan Barat,Kabupaten Halmahera Timur,Electronics,Offline,Bank Transfer,429412,4,1.4,3.9,128.4849923,1.3121235
TRX00873,2024-03-18,Provinsi Riau,Kota Pangkal Pinang,Fashion,Online,Cash,397839,4,20.5,4.3,106.109596,-2.129323
TRX00874,2024-02-03,Provinsi Kepulauan Riau,Kota Kotamobagu,Home & Living,Online,Bank Transfer,499174,2,5.9,4.7,124.3166667,0.7333333
TRX00875,2024-04-01,Provinsi Aceh,Kabupaten Tanah Laut,Food & Beverage,Hybrid,Credit Card,320723,3,31.2,4.4,114.8092691,-3.7694047
TRX00876,2024-01-17,Provinsi Kalimantan Barat,Kabupaten Kerinci,Home & Living,Online,Bank Transfer,1047764,5,21.3,4.3,101.4339148,-1.8720467
TRX00877,2024-03-26,Provinsi Nusa Tenggara Timur,Kabupaten Tegal,Home & Living,Hybrid,Cash,3718835,4,7.8,4,109.1333333,-6.8666667
TRX00878,2024-06-20,Provinsi Papua Barat,Kabupaten Sidoarjo,Home & Living,Offline,Digital Wallet,1734097,2,14.8,3.6,112.7173389,-7.4530278
TRX00879,2024-10-11,Provinsi Papua Barat,Kabupaten Kepulauan Aru,Health & Beauty,Hybrid,Cash,1056556,3,52.1,4.1,134.5501935,-6.1946502
TRX00880,2024-01-19,Provinsi Maluku Utara,Kabupaten Agam,Fashion,Offline,Credit Card,576891,2,12.9,3.8,100.1703257,-0.2209392
TRX00881,2024-07-11,Provinsi Kalimantan Selatan,Kabupaten Kepahiang,Food & Beverage,Online,Bank Transfer,588936,3,3.7,4.3,102.578201,-3.651431
TRX00882,2024-07-21,Provinsi Kalimantan Tengah,Kabupaten S I A K,Food & Beverage,Offline,Digital Wallet,1737335,3,12.1,4.2,113.921327,-0.789275
TRX00883,2024-01-27,Provinsi Gorontalo,Kabupaten Barito Kuala,Food & Beverage,Hybrid,Digital Wallet,1966939,4,59.9,4,114.6667939,-3.0714738
TRX00884,2024-07-01,Provinsi DI Yogyakarta,Kabupaten Bondowoso,Fashion,Online,Credit Card,302064,2,17.6,4.5,113.813483,-7.917704
TRX00885,2024-11-30,Provinsi Sulawesi Tengah,Kabupaten Seram Bagian Barat,Home & Living,Online,Digital Wallet,1411472,4,6.3,4.9,128.4008357,-3.1271575
TRX00886,2024-03-08,Provinsi Papua,Kabupaten Indragiri Hulu,Home & Living,Offline,Cash,167248,2,15.7,4.2,102.2547919,-0.7361181
TRX00887,2024-07-17,Provinsi Jawa Barat,Kota Salatiga,Food & Beverage,Online,Credit Card,165658,3,24.2,4.5,110.4729,-7.302328
TRX00888,2024-10-09,Provinsi Kalimantan Barat,Kabupaten Sekadau,Electronics,Hybrid,Digital Wallet,2692885,4,30.2,3.7,110.888603,0.015637
TRX00889,2024-05-28,Provinsi Bengkulu,Kabupaten Nagan Raya,Health & Beauty,Offline,Digital Wallet,566527,2,26.6,4.1,96.4929797,4.1248406
TRX00890,2024-11-14,Provinsi Gorontalo,Kabupaten Pinrang,Fashion,Offline,Bank Transfer,564741,0,47.1,4.2,119.6408,-3.793071
TRX00891,2024-12-23,Provinsi Papua,Kabupaten Sukabumi,Electronics,Online,Digital Wallet,1453323,5,23.8,4.4,106.922203,-6.92405
TRX00892,2024-01-26,Provinsi Kalimantan Selatan,Kota Palangka Raya,Electronics,Hybrid,Digital Wallet,448509,1,29.3,4.4,113.92,-2.21
TRX00893,2024-07-11,Provinsi Kalimantan Timur,Kabupaten Toba Samosir,Food & Beverage,Online,Digital Wallet,234140,3,41.3,4.3,99.2785583,2.3502398
TRX00894,2024-10-21,Provinsi Kalimantan Timur,Kabupaten Seram Bagian Timur,Fashion,Hybrid,Cash,626997,5,17.6,4.4,130.390488,-3.4150761
TRX00895,2024-04-30,Provinsi Kalimantan Timur,Kota Jayapura,Electronics,Offline,Cash,98884,2,10.3,3.8,140.717,-2.533
TRX00896,2024-09-14,Provinsi Kalimantan Barat,Kabupaten Boyolali,Home & Living,Offline,Cash,340399,3,16,4.3,110.595901,-7.523819
TRX00897,2024-06-09,Provinsi Kepulauan Riau,Kabupaten Halmahera Timur,Fashion,Offline,Bank Transfer,466774,1,5.9,3.4,128.4849923,1.3121235
TRX00898,2024-01-31,Provinsi Sumatera Barat,Kabupaten Hulu Sungai Tengah,Home & Living,Hybrid,Credit Card,129027,2,20.8,4.7,115.5207358,-2.6153162
TRX00899,2024-08-21,Provinsi Kepulauan Bangka Belitung,Kabupaten Bolaang Mongondow,Food & Beverage,Offline,Credit Card,656780,3,29,4.5,124.0641419,0.6870994
TRX00900,2024-12-21,Provinsi Sulawesi Tenggara,Kabupaten Banyu Asin,Fashion,Online,Bank Transfer,262395,3,8,4.2,104.7520939,-2.6095639
TRX00901,2024-07-25,Provinsi DKI Jakarta,Kabupaten Bandung,Fashion,Online,Digital Wallet,1663473,4,9.5,5,107.6098111,-6.9147444
TRX00902,2024-04-04,Provinsi Bali,Kota Kotamobagu,Home & Living,Hybrid,Digital Wallet,412214,5,19.4,3.9,124.3166667,0.7333333
TRX00903,2024-03-12,Provinsi Riau,Kabupaten Kupang,Food & Beverage,Online,Digital Wallet,183384,1,11.9,4.8,123.5833333,-10.1833333
TRX00904,2024-12-03,Provinsi Gorontalo,Kabupaten Way Kanan,Electronics,Offline,Digital Wallet,693539,4,11.9,4.6,104.5655273,-4.4963689
TRX00905,2023-12-25,Provinsi Maluku Utara,Kabupaten Probolinggo,Food & Beverage,Offline,Credit Card,517685,1,19.6,5.3,113.210675,-7.753965
TRX00906,2024-06-02,Provinsi Papua,Kabupaten Karimun,Home & Living,Hybrid,Bank Transfer,568444,3,8.6,4.8,103.3666667,1.05
TRX00907,2024-03-10,Provinsi Papua,Kabupaten Konawe Utara,Electronics,Offline,Bank Transfer,677250,3,15.7,4.6,122.0837445,-3.3803291
TRX00908,2024-05-29,Provinsi Maluku,Kabupaten Buru,Food & Beverage,Online,Digital Wallet,368177,3,44.2,4.5,126.7819505,-3.3927754
TRX00909,2024-05-27,Provinsi Kalimantan Timur,Kabupaten Sambas,Home & Living,Online,Cash,393859,2,31.9,4.5,109.309998,1.361328
TRX00910,2024-07-25,Provinsi Bali,Kabupaten Kepulauan Talaud,Electronics,Offline,Credit Card,1043764,3,35.4,4.6,126.768,4.092
TRX00911,2024-06-26,Provinsi Bali,Kabupaten Gorontalo Utara,Health & Beauty,Online,Bank Transfer,2777543,5,5,4.6,122.4920088,0.9252647
TRX00912,2024-10-04,Provinsi Riau,Kota Batu,Food & Beverage,Offline,Credit Card,79590,1,3.9,4.8,112.5239,-7.8671
TRX00913,2024-07-27,Provinsi Kalimantan Timur,Kabupaten Rote Ndao,Food & Beverage,Online,Cash,476708,1,20.9,4.1,123.1239049,-10.7386421
TRX00914,2024-11-13,Provinsi Kalimantan Timur,Kabupaten Labuhanbatu Selatan,Fashion,Hybrid,Credit Card,1454282,4,15,5.1,100.1703257,1.8799353
TRX00915,2024-07-05,Provinsi Gorontalo,Kota Blitar,Home & Living,Online,Bank Transfer,167901,1,15.3,4.2,112.15,-8.1
TRX00916,2024-06-27,Provinsi Banten,Kabupaten Penajam Paser Utara,Electronics,Online,Credit Card,1753552,3,18.5,3.5,116.5137964,-1.2917094
TRX00917,2024-04-16,Provinsi Jawa Barat,Kota Medan,Food & Beverage,Online,Digital Wallet,373664,3,13.8,4.8,98.6755979,3.585242
TRX00918,2024-08-17,Provinsi Papua Barat,Kabupaten Magetan,Food & Beverage,Online,Credit Card,1108028,1,12,3.5,111.3381593,-7.6493413
TRX00919,2024-02-09,Provinsi Sumatera Barat,Kabupaten Lembata,Home & Living,Online,Credit Card,2383561,4,59.1,4.2,123.4831906,-8.4719075
TRX00920,2024-05-09,Provinsi Bengkulu,Kabupaten Nagekeo,Food & Beverage,Online,Credit Card,1340988,2,23.7,3.8,121.3084088,-8.6753545
TRX00921,2024-01-20,Provinsi Sumatera Barat,Kabupaten Ponorogo,Electronics,Offline,Credit Card,1838858,3,24,4.9,111.466003,-7.867827
TRX00922,2024-07-14,Provinsi Kalimantan Barat,Kabupaten Kebumen,Fashion,Online,Bank Transfer,60025,2,6.1,4.5,109.656502,-7.678682
TRX00923,2024-08-21,Provinsi Nusa Tenggara Timur,Kabupaten Sumenep,Health & Beauty,Offline,Credit Card,152814,3,34.4,3.9,113.9060624,-6.9253999
TRX00924,2024-11-10,Provinsi Riau,Kabupaten Lampung Barat,Electronics,Offline,Bank Transfer,976575,4,45.2,4.7,104.1930918,-5.1490396
TRX00925,2024-02-05,Provinsi Sulawesi Selatan,Kabupaten Belu,Food & Beverage,Online,Credit Card,219599,4,7.2,4.3,124.9506625,-9.4125796
TRX00926,2024-06-01,Provinsi Lampung,Kabupaten Banggai Kepulauan,Fashion,Online,Credit Card,314414,5,53.5,4.5,123.5504076,-1.6408137
TRX00927,2024-06-04,Provinsi Jawa Timur,Kota Banjar,Electronics,Offline,Digital Wallet,2179405,2,15.8,4.7,108.5333333,-7.3666667
TRX00928,2024-04-16,Provinsi Sulawesi Tengah,Kabupaten Nias Selatan,Fashion,Online,Credit Card,613438,1,27.2,3.9,97.8286368,0.7086091
TRX00929,2024-11-22,Provinsi Kepulauan Bangka Belitung,Kabupaten Jayapura,Electronics,Offline,Cash,571293,3,28.1,4.3,140.717,-2.533
TRX00930,2024-03-09,Provinsi Jawa Tengah,Kabupaten Mappi,Fashion,Hybrid,Bank Transfer,427092,4,10.3,2.9,139.396393,-7.102232
TRX00931,2024-06-14,Provinsi Maluku Utara,Kabupaten Tanah Datar,Home & Living,Online,Cash,110464,2,38.1,4,100.5746224,-0.4797043
TRX00932,2024-03-26,Provinsi Jambi,Kabupaten Kapuas,Food & Beverage,Online,Cash,83264,3,34.8,4.6,110.1313251,-0.0459972
TRX00933,2024-04-20,Provinsi Sulawesi Utara,Kabupaten Aceh Timur,Fashion,Online,Digital Wallet,439140,2,13.2,4.7,95.9885456,5.255443
TRX00934,2024-05-17,Provinsi Kalimantan Selatan,Kabupaten Kebumen,Home & Living,Online,Bank Transfer,778465,2,16.8,4.5,109.656502,-7.678682
TRX00935,2024-12-21,Provinsi Papua,Kota Pematang Siantar,Home & Living,Online,Cash,146005,3,16.1,4.3,99.06,2.96
TRX00936,2024-04-04,Provinsi Jambi,Kabupaten Garut,Fashion,Online,Cash,89551,2,4.1,4.6,107.908699,-7.227906
TRX00937,2024-09-30,Provinsi Sulawesi Tenggara,Kabupaten Langkat,Fashion,Online,Digital Wallet,1954900,4,32.7,3.7,98.3088441,3.8653916
TRX00938,2024-10-10,Provinsi Nusa Tenggara Timur,Kabupaten Simalungun,Electronics,Online,Bank Transfer,906493,1,4.9,3.9,99.2785583,2.9781612
TRX00939,2024-02-17,Provinsi Jawa Barat,Kabupaten Lanny Jaya,Fashion,Online,Cash,884197,1,25.9,3.7,138.3190276,-3.971033
TRX00940,2024-10-31,Provinsi Papua,Kota Binjai,Food & Beverage,Online,Credit Card,1366054,4,4.6,4.4,98.482246,3.594462
TRX00941,2023-12-26,Provinsi Kepulauan Riau,Kabupaten Pacitan,Fashion,Offline,Cash,950824,1,36.1,4.2,111.08769,-8.204614
TRX00942,2024-07-27,Provinsi Maluku Utara,Kabupaten Belitung Timur,Food & Beverage,Online,Bank Transfer,190011,4,6.9,4.4,107.9531836,-2.8708938
TRX00943,2024-01-03,Provinsi Kepulauan Riau,Kabupaten Lampung Timur,Food & Beverage,Online,Bank Transfer,1905958,1,39.4,4.4,105.6881788,-5.1134995
TRX00944,2024-02-12,Provinsi Jawa Timur,Kabupaten Rokan Hulu,Food & Beverage,Online,Cash,152205,1,16.9,4.8,100.439656,1.0410934
TRX00945,2024-09-20,Provinsi Gorontalo,Kabupaten Tapanuli Tengah,Fashion,Online,Digital Wallet,338322,0,23.5,5.1,98.704075,1.8493299
TRX00946,2024-01-03,Provinsi Sulawesi Selatan,Kabupaten Pekalongan,Fashion,Online,Bank Transfer,762178,2,14.3,3.5,109.669998,-6.882887
TRX00947,2024-08-09,Provinsi Lampung,Kabupaten Pinrang,Home & Living,Online,Credit Card,723126,3,27.2,4.4,119.6408,-3.793071
TRX00948,2024-12-09,Provinsi Kalimantan Selatan,Kota Bekasi,Fashion,Offline,Bank Transfer,984290,1,7.5,3.9,107,-6.2333333
TRX00949,2024-08-02,Provinsi Lampung,Kabupaten Pemalang,Health & Beauty,Online,Cash,1311828,4,9.2,4.9,109.377998,-6.884234
TRX00950,2024-04-02,Provinsi Sumatera Selatan,Kota Palangka Raya,Fashion,Offline,Bank Transfer,242964,3,36.1,4.5,113.92,-2.21
TRX00951,2024-05-16,Provinsi Riau,Kabupaten Mesuji,Home & Living,Online,Bank Transfer,150680,6,0.6,4.8,105.3131185,-4.0044783
TRX00952,2024-05-04,Provinsi Banten,Kabupaten Wonosobo,Fashion,Hybrid,Digital Wallet,169839,6,16.1,3.6,109.899399,-7.362109
TRX00953,2024-04-16,Provinsi Maluku Utara,Kota Tangerang,Fashion,Online,Cash,969779,1,14,4.2,106.6318889,-6.1783056
TRX00954,2024-11-22,Provinsi Sulawesi Selatan,Kota Sukabumi,Food & Beverage,Offline,Bank Transfer,343721,3,34.3,5,106.922203,-6.92405
TRX00955,2024-08-22,Provinsi Kalimantan Barat,Kabupaten Sijunjung,Electronics,Online,Credit Card,825094,2,27.5,3.8,100.997658,-0.6881586
TRX00956,2024-03-28,Provinsi Bengkulu,Kota Bau-Bau,Food & Beverage,Online,Cash,1782134,5,5.7,3.7,122.633,-5.46667
TRX00957,2024-11-05,Provinsi Kepulauan Bangka Belitung,Kabupaten Tapanuli Selatan,Fashion,Online,Bank Transfer,278899,3,42.1,4.1,99.2785583,1.5774933
TRX00958,2024-03-23,Provinsi Kalimantan Barat,Kabupaten Ngada,Food & Beverage,Offline,Bank Transfer,1376479,7,8.6,3.9,120.9876321,-8.7430424
TRX00959,2024-03-21,Provinsi DKI Jakarta,Kabupaten Tanjung Jabung Timur,Food & Beverage,Online,Digital Wallet,286487,3,6.7,4.6,103.89973,-1.3291599
TRX00960,2024-05-14,Provinsi Sumatera Utara,Kabupaten Puncak,Fashion,Offline,Digital Wallet,1011712,8,19,4,106.9542425,-6.7125476
TRX00961,2024-04-24,Provinsi Sulawesi Barat,Kabupaten Simalungun,Electronics,Offline,Digital Wallet,564906,2,23.1,4.1,99.2785583,2.9781612
TRX00962,2024-10-09,Provinsi Kalimantan Timur,Kabupaten Buton Utara,Electronics,Online,Credit Card,233258,1,5.7,3.5,123.0338767,-4.7023424
TRX00963,2024-01-22,Provinsi Kalimantan Tengah,Kabupaten Barru,Food & Beverage,Offline,Bank Transfer,1408718,5,17.1,4.4,119.6730939,-4.4172651
TRX00964,2024-06-02,Provinsi Maluku,Kabupaten Solok,Fashion,Online,Bank Transfer,1124608,2,35,4.5,100.644402,-0.803027
TRX00965,2024-03-01,Provinsi Sumatera Selatan,Kabupaten Brebes,Food & Beverage,Online,Bank Transfer,229059,2,25.3,3.6,109.05,-6.8833333
TRX00966,2024-05-01,Provinsi Papua Barat,Kota Bekasi,Food & Beverage,Online,Bank Transfer,566959,4,24,4.9,107,-6.2333333
TRX00967,2024-07-18,Provinsi Sulawesi Tenggara,Kabupaten Pelalawan,Home & Living,Online,Bank Transfer,6802076,5,10.6,3.7,102.088699,0.441415
TRX00968,2024-01-15,Provinsi DI Yogyakarta,Kabupaten Sleman,Fashion,Online,Bank Transfer,257423,4,35.4,4.4,110.335403,-7.716165
TRX00969,2024-07-26,Provinsi Papua Barat,Kabupaten Kepulauan Meranti,Food & Beverage,Hybrid,Credit Card,462142,1,42.4,4.3,102.6675575,0.9208765
TRX00970,2024-09-25,Provinsi Kalimantan Barat,Kabupaten Kepulauan Meranti,Home & Living,Online,Credit Card,2220479,3,6.1,3.8,102.6675575,0.9208765
TRX00971,2024-09-23,Provinsi Kalimantan Selatan,Kabupaten Halmahera Selatan,Fashion,Offline,Digital Wallet,179269,3,2.6,3.9,128.4849923,1.3121235
TRX00972,2024-07-21,Provinsi Riau,Kota Bengkulu,Food & Beverage,Offline,Bank Transfer,5901718,5,39.6,4.7,102.2591667,-3.7955556
TRX00973,2024-07-21,Provinsi Maluku,Kabupaten Minahasa,Food & Beverage,Offline,Digital Wallet,280138,3,16.4,4.2,124.5833333,1
TRX00974,2024-07-07,Provinsi Nusa Tenggara Barat,Kota Jakarta Barat,Health & Beauty,Online,Credit Card,324133,2,25.4,4.1,106.845172,-6.211544
TRX00975,2024-06-13,Provinsi Kalimantan Selatan,Kota Denpasar,Fashion,Online,Bank Transfer,525332,2,19.6,4.7,115.222099,-8.65629
TRX00976,2024-07-18,Provinsi Maluku,Kabupaten Kepulauan Mentawai,Fashion,Offline,Digital Wallet,1599204,3,3.6,4.4,98.9245343,-1.426001
TRX00977,2024-12-17,Provinsi Sumatera Barat,Kota Singkawang,Electronics,Offline,Bank Transfer,13878941,2,10.1,4.1,108.984596,0.908795
TRX00978,2024-01-24,Provinsi Lampung,Kabupaten Tana Tidung,Home & Living,Hybrid,Cash,885276,4,5.6,4.3,117.0794082,3.551869
TRX00979,2024-02-09,Provinsi Kepulauan Bangka Belitung,Kabupaten Bandung Barat,Electronics,Offline,Cash,1014551,2,6.2,3.5,107.4321959,-6.8937121
TRX00980,2024-09-19,Provinsi Papua Barat,Kabupaten Intan Jaya,Home & Living,Online,Credit Card,138249,4,31.5,4.3,136.7478493,-3.5076422
TRX00981,2024-05-25,Provinsi Maluku Utara,Kabupaten Karanganyar,Food & Beverage,Online,Cash,628809,3,50.2,5.3,110.9508333,-7.5961111
TRX00982,2024-01-27,Provinsi Maluku,Kabupaten Yahukimo,Food & Beverage,Online,Bank Transfer,51563,6,15.5,4.1,139.5279996,-4.4939717
TRX00983,2024-02-16,Provinsi Sulawesi Tengah,Kabupaten Ende,Home & Living,Online,Cash,421707,5,22.3,3.9,121.654198,-8.854053
TRX00984,2024-05-23,Provinsi Nusa Tenggara Timur,Kota Padang Panjang,Fashion,Online,Cash,2354327,3,7.7,4.9,100.4059456,-0.470679
TRX00985,2024-01-09,Provinsi Sumatera Utara,Kabupaten Demak,Health & Beauty,Online,Digital Wallet,447875,1,19.9,4.6,110.639297,-6.888115
TRX00986,2024-11-14,Provinsi Kalimantan Tengah,Kabupaten Klungkung,Fashion,Online,Cash,515400,2,15,4.9,115.4045111,-8.5389222
TRX00987,2024-11-20,Provinsi Nusa Tenggara Barat,Kota Jakarta Selatan,Electronics,Online,Digital Wallet,567721,3,10.6,4.5,106.807915,-6.332973
TRX00988,2024-06-26,Provinsi Kepulauan Riau,Kabupaten Bantul,Fashion,Online,Credit Card,482440,3,30.9,4.4,110.3341111,-7.8846111
TRX00989,2024-09-17,Provinsi Sumatera Barat,Kabupaten Mamuju,Electronics,Online,Bank Transfer,603433,2,9.9,4.5,118.9295737,-2.7293364
TRX00990,2024-11-11,Provinsi Sumatera Selatan,Kabupaten Malang,Fashion,Online,Bank Transfer,120464,2,4.6,3.8,112.6884549,-8.0495643
TRX00991,2024-04-28,Provinsi Maluku Utara,Kota Denpasar,Fashion,Hybrid,Cash,337550,6,36.1,4.3,115.222099,-8.65629
TRX00992,2024-01-17,Provinsi Papua,Kabupaten Rembang,Fashion,Offline,Bank Transfer,387997,5,23.3,4.4,111.345299,-6.71124
TRX00993,2024-01-21,Provinsi Kalimantan Barat,Kabupaten Nagan Raya,Electronics,Offline,Cash,965222,7,4.2,5.1,96.4929797,4.1248406
TRX00994,2024-06-21,Provinsi Sumatera Selatan,Kabupaten Tana Toraja,Food & Beverage,Offline,Digital Wallet,671801,1,11.1,4.6,119.742604,-3.0753003
TRX00995,2024-01-08,Provinsi Kalimantan Selatan,Kabupaten Yalimo,Electronics,Online,Credit Card,255697,4,36.8,5,139.4466005,-3.7852847
TRX00996,2024-06-09,Provinsi Sumatera Selatan,Kota Manado,Electronics,Offline,Bank Transfer,1276145,7,8.4,4.2,124.842843,1.4917014
TRX00997,2024-08-19,Provinsi Kepulauan Riau,Kota Tangerang,Electronics,Offline,Cash,1861561,3,35,3.8,106.6318889,-6.1783056
TRX00998,2024-01-01,Provinsi Bengkulu,Kabupaten Bone Bolango,Fashion,Online,Cash,151892,5,15.4,3.8,123.3486147,0.5657885
TRX00999,2024-10-11,Provinsi Bali,Kabupaten Konawe Utara,Electronics,Offline,Cash,656286,5,5.3,3.6,122.0837445,-3.3803291
TRX01000,2024-10-28,Provinsi Jawa Timur,Kabupaten Sukoharjo,Home & Living,Offline,Cash,258155,2,28.3,3.3,110.8195292,-7.6808818
